,model_code,dataset_name,base_model_code,constraint_code,eps,base_model_code_mean,base_model_code_error,best_gap__mean,best_gap__error,best_iter__mean,best_iter__error,constraint_code_mean,constraint_code_error,eps_mean,eps_error,last_iter__mean,last_iter__error,n_oracle_calls__mean,n_oracle_calls__error,n_oracle_calls_dummy_returned__mean,n_oracle_calls_dummy_returned__error,random_seed_mean,random_seed_error,test_DemographicParity_mean,test_DemographicParity_error,test_EqualizedOdds_mean,test_EqualizedOdds_error,test_TNRB_mean,test_TNRB_error,test_TPRB_mean,test_TPRB_error,test_accuracy_mean,test_accuracy_error,test_di_mean,test_di_error,test_error_mean,test_error_error,test_f1_mean,test_f1_error,test_precision_mean,test_precision_error,test_recall_mean,test_recall_error,train_DemographicParity_mean,train_DemographicParity_error,train_EqualizedOdds_mean,train_EqualizedOdds_error,train_TNRB_mean,train_TNRB_error,train_TPRB_mean,train_TPRB_error,train_accuracy_mean,train_accuracy_error,train_di_mean,train_di_error,train_error_mean,train_error_error,train_f1_mean,train_f1_error,train_fractions_mean,train_fractions_error,train_precision_mean,train_precision_error,train_recall_mean,train_recall_error,train_test_fold_mean,train_test_fold_error,train_test_seed_mean,train_test_seed_error,time_mean,time_error,grid_fractime_oracles_mean,grid_fractime_oracles_error,oracle_execution_times__mean,oracle_execution_times__error,grid_oracle_times_mean,grid_oracle_times_error,size
0,LogisticRegression,adult,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,41.0,2.484137711719548,0.12137018863613543,0.006752870084532382,0.09030278005835683,0.03627491510886246,0.9238020834006999,0.011879939655441984,0.8937160404180625,0.042692433325384194,0.8511715741529234,0.006782471248324318,0.29772061434228125,0.030470428173583752,0.14882842584707653,0.00678247124832429,0.661026041495346,0.014902946527614813,0.7320023745792904,0.018486845072548164,0.6026013381584417,0.013006632112476435,0.12205406159526196,0.006243681220201004,0.09525175462345727,0.03913556185498081,0.9246957199792377,0.005486570630028775,0.8878912048637345,0.04606130490916782,0.8531218240737933,0.001383463477053093,0.29360998360748297,0.032696226802920336,0.14687817592620675,0.0013834634770530652,0.6651720093528676,0.0030004553653694144,1.0,0.0,0.737381584608249,0.0070100184500125895,0.6058539598821512,0.006696794889619495,1.0,2.484137711719546,40.0,0.0,1.3846856666666667,0.4478029315800862,,0.0,,0.0,,0.0,3
