,model_code,dataset_name,base_model_code,constraint_code,eps,base_model_code_mean,base_model_code_error,best_gap__mean,best_gap__error,best_iter__mean,best_iter__error,constraint_code_mean,constraint_code_error,eps_mean,eps_error,last_iter__mean,last_iter__error,n_oracle_calls__mean,n_oracle_calls__error,n_oracle_calls_dummy_returned__mean,n_oracle_calls_dummy_returned__error,random_seed_mean,random_seed_error,test_DemographicParity_mean,test_DemographicParity_error,test_EqualizedOdds_mean,test_EqualizedOdds_error,test_TNRB_mean,test_TNRB_error,test_TPRB_mean,test_TPRB_error,test_accuracy_mean,test_accuracy_error,test_di_mean,test_di_error,test_error_mean,test_error_error,test_f1_mean,test_f1_error,test_precision_mean,test_precision_error,test_recall_mean,test_recall_error,train_DemographicParity_mean,train_DemographicParity_error,train_EqualizedOdds_mean,train_EqualizedOdds_error,train_TNRB_mean,train_TNRB_error,train_TPRB_mean,train_TPRB_error,train_accuracy_mean,train_accuracy_error,train_di_mean,train_di_error,train_error_mean,train_error_error,train_f1_mean,train_f1_error,train_fractions_mean,train_fractions_error,train_precision_mean,train_precision_error,train_recall_mean,train_recall_error,train_test_fold_mean,train_test_fold_error,train_test_seed_mean,train_test_seed_error,grid_oracle_times_mean,grid_oracle_times_error,time_mean,time_error,oracle_execution_times__mean,oracle_execution_times__error,grid_fractime_oracles_mean,grid_fractime_oracles_error,size
0,LogisticRegression,adult,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,81.0,2.4841377117195407,0.12251132586529823,0.005715449628321469,0.0947610627044659,0.02088782506411875,0.9230549010161542,0.003881898799804162,0.8884684704295224,0.024594560589144,0.8516016420203064,0.007783618053473718,0.2940032380063482,0.021119793111677276,0.14839835797969356,0.007783618053473773,0.6623717667176349,0.019269748933864794,0.732479873078316,0.017153467519912646,0.6045150915424643,0.020412529610681296,0.1217285850975166,0.005329692063872911,0.09361602119135932,0.039970076541970115,0.9245649855732457,0.002048338646973513,0.8898162030149911,0.047047680361567146,0.8524922544506716,0.0027728427326697558,0.2951960400088783,0.02394100192411691,0.1475077455493284,0.002772842732669867,0.6637744587368278,0.005629901120434488,1.0,0.0,0.7357270362392674,0.008006549966703247,0.604642314660401,0.003938253711862627,1.0,2.484137711719546,80.0,0.0,,0.0,0.7584943333333333,0.22367803562445954,,0.0,,0.0,3
